org_id,21,22,23,25,43,53,67,68,69,79,80,102,111,115,137,139,179,194,220,311,443,445,502,513,514,530,546,587,593,631,749,750,752,853,990,992,993,994,995,1080,1098,1099,1194,1241,1270,1433,1512,1812,1813,1900,2001,2082,2083,2375,2376,2377,2379,2483,2484,3000,3306,3389,3690,4194,4444,4664,5000,5001,5004,5222,5280,5353,5432,5601,5900,5901,5984,5985,6000,6001,6093,6095,6159,6200,6201,6225,6227,6240,6244,6255,6262,6379,6443,6543,6601,6969,7777,7946,8000,8005,8008,8009,8080,8088,8089,8172,8194,8222,8332,8333,8443,8983,9012,9025,9875,10001,10250,10255,15672,41002,44134,47808
94913baf-b7df-4e75-a05f-b8c4c2bbba36,25,28,2,32,7,34,2,2,2,2,1092,2,2,2,2,2,2,2,2,3,1101,2,2,2,2,2,2,20,2,2,2,2,2,2,7,2,20,2,21,3,2,2,2,2,2,3,2,2,2,2,2,11,10,2,2,2,2,2,2,3,10,6,3,2,2,2,2,2,2,5,2,4,7,2,6,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,2,4,2,2,2,14,2,2,4,2,2,2,2,33,2,2,2,2,2,2,2,2,2,2,2
0ce4b988-dfe3-43da-b4d9-1f905f285e7c,1,1,0,1,1,2,0,0,0,0,56,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87412436-af0a-440d-96b7-59470bfc970f,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ece5d3dd-e9fc-43cc-84a4-88d3119bc4b4,5,12,0,30,0,23,0,0,0,0,236,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
c2450ce1-2c22-4989-9b4d-29cdebd894f2,1,7,0,20,0,3,0,0,0,0,332,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,147,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,1,0,0
bd9efdc8-8fc5-44f1-81f2-6015be5e8747,3,5,0,3,0,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
cb6c1c63-1f16-4adf-bf43-0799bb51237b,3,2,0,3,0,5,0,0,0,0,158,0,0,0,0,1,0,0,0,0,279,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9959d8f5-728b-4b71-a466-9c4b7c47f5d1,2,14,0,82,78,3,0,0,0,0,267,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,79,0,79,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,78,0,0,79,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
d552f86a-51eb-4636-9d71-5edbad2dda44,1,4,0,5,1,2,0,0,0,0,259,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,0,0,17,0,0,0,0,3,0,0,0,0,0,0
b63f403e-74f5-4508-a5c0-d5f638249d5e,0,0,0,1,0,1,0,0,0,0,112,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
afda35ec-7167-4e45-a45e-fccab6807d3d,0,1,0,2,2,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5931f8f8-afde-465b-918c-1b69e737d685,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
7ec291c2-de2b-48f4-8552-5c285dd0debc,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39be705b-5234-4519-91e6-e83ec986e4ce,2,13,0,10,0,1,0,0,0,0,244,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
a957c407-9d60-4d25-8be9-136f42966402,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
89623ad5-6051-444f-aff4-529f7e7e2e70,1,2,0,5,0,1,0,0,0,0,1092,0,1,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,973,973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,0,0,0,0,975,0,0,0,0,1,0,0,0,0,0,0
13b3ce91-e4ba-476b-90f5-74d70d270394,2,5,0,2,0,0,0,0,0,0,78,0,0,0,0,0,10,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0
a26cb204-8059-46bf-91b7-377c0854ab8f,1,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
f5f8d2be-6622-4aba-a3ec-20dd1ef77209,0,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c1909b4-54c5-4802-a30b-39736408a7bd,2,2,0,1,0,4,0,0,0,0,75,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
